Fall 19@War Memorial@Kings Point@Conference Championship@2 Divisions@Oct 26@Official@16@18
Fall 19@Luce Trophy@Hobart & William@In-Conference@2 Divisions@Oct 19@Official@2@15
Fall 19@Sacred Heart Trophy@Sacred Heart@Two-Conference@2 Divisions@Oct 12@Official@11@14
Fall 19@Washington College Fall@Washington College@In-Conference@2 Divisions@Oct 12@Official@1@13
Fall 19@Nevins Trophy@Kings Point@In-Conference@2 Divisions@Oct 05@Official@6,16@18
Fall 19@NYM Fall Open@NY Maritime@In-Conference@2 Divisions@Sep 28@Official@7@15
Fall 19@McCurdy Memorial@Delaware@In-Conference@2 Divisions@Sep 28@Official@2@10
Fall 19@Princeton Fall Open@Princeton@In-Conference@2 Divisions@Sep 21@Official@1,5@11
Fall 19@The John Quinn@Monmouth@In-Conference@2 Divisions@Sep 14@Official@1@12
Fall 19@KP Women's Regatta@Kings Point@In-Conference@1 Division@Sep 07@Official@7,13@13
Fall 19@Philly Fleet Race@Pennsylvania@In-Conference@2 Divisions@Sep 07@Official@6@15
Spring 19@Army Spring Open@Army@Interconference@2 Divisions@Apr 27@Official@2@6
Spring 19@Morris Trophy@Boston University@Interconference@2 Divisions@Apr 20@Official@13@13
Spring 19@Delaware Spring Open@Delaware@In-Conference@2 Divisions@Apr 20@Official@6@10
Spring 19@Leroy Grant@Kings Point@In-Conference@2 Divisions@Apr 13@Official@12@16
Spring 19@Owen, Mosbacher and Knapp Trophies@Yale@Two-Conference@2 Divisions@Apr 13@Official@18@18
Spring 19@OCC Spring Open@Ocean County@In-Conference@2 Divisions@Apr 06@Official@4@17
Spring 19@Stony Brook Cup/Brendan Brown-McCue Memorial@Stony Brook@In-Conference@2 Divisions@Mar 30@Official@3@7
Spring 19@Wood Trophy@Harvard@Two-Conference@Team@Mar 09@Official@9@9
Fall 18@Central Late Fall@Washington College@In-Conference@2 Divisions@Oct 20@Official@5@18
Fall 18@Coho Memorial@Webb Institute@In-Conference@2 Divisions@Oct 13@Official@4@8
Fall 18@McCurdy Memorial@Delaware@In-Conference@2 Divisions@Oct 06@Official@3@8
Fall 18@Princeton Fall Open@Princeton@In-Conference@2 Divisions@Sep 29@Official@1@8
Fall 18@Luce Trophy@St. Mary's@In-Conference@2 Divisions@Sep 22@Official@10@16
Fall 18@Philly Fleet Race Central Series@Pennsylvania@In-Conference@2 Divisions@Sep 08@Official@10@16
Spring 18@Delaware Spring Open 2018@Delaware@In-Conference@2 Divisions@Apr 21@Official@10@10
Spring 18@Greater NY Dinghy Regatta@Fordham@Two-Conference@2 Divisions@Apr 21@Official@9@15
Spring 18@The Grant Trophy@Hobart & William Sm@In-Conference@2 Divisions@Apr 14@Official@13@17
Spring 18@Central Spring Open@Ocean County@In-Conference@2 Divisions@Apr 07@Official@14@18
Fall 17@Central Fall Open@Washington College@In-Conference@2 Divisions@Oct 21@Official@12@16
Fall 17@Henry Luce Trophy - MAISA@Cornell@In-Conference@2 Divisions@Oct 14@Official@10@18
Fall 17@McCurdy Memorial Open@Delaware@In-Conference@2 Divisions@Oct 07@Official@4@7
Fall 17@Jesuit Interconference@Fordham@Interconference@2 Divisions@Sep 30@Official@13@15
Fall 17@Central Fall Qualifer@Ocean County@In-Conference@2 Divisions@Sep 23@Official@8@16
Spring 17@Delaware Spring Open@Delaware@In-Conference@2 Divisions@Apr 22@Official@5@7
Spring 17@Greater NY Dinghy Regatta@Fordham@Two-Conference@2 Divisions@Apr 22@Official@7@12
Spring 17@The Leroy Grant Trophy@St. Mary's@In-Conference@2 Divisions@Apr 15@Official@11@16
Spring 17@Central Spring Open@Monmouth@In-Conference@2 Divisions@Apr 08@Official@15@18
Fall 16@War Memorial Backup@St. Mary's@Conference Championship@2 Divisions@Oct 29@Official@15@18
Fall 16@Central Fall Open@Monmouth@In-Conference@2 Divisions@Oct 15@Pending@@15
Fall 16@McCurdy Memorial Regatta@Delaware@In-Conference@2 Divisions@Oct 08@Official@5@7
Fall 16@Jesuit Interconference@Fordham@Interconference@2 Divisions@Oct 01@Official@12@14
Fall 16@Central Fall Qualifier@Villanova@In-Conference@2 Divisions@Sep 24@Official@3@14
Spring 16@Engineer's Cup@Webb Institute@In-Conference@2 Divisions@May 14@Official@8@8
Spring 16@Drexel Open@Drexel@Promotional@2 Divisions@May 07@Official@4@7
Spring 16@Mosbacher, Owen, Knapp Trophies@Cornell@Two-Conference@2 Divisions@Apr 16@Official@13@16
Fall 15@Nittany Lion Open@Penn State@Promotional@2 Divisions@Oct 24@Official@1@7
Fall 15@Central Fall Open@Washington College@In-Conference@2 Divisions@Oct 17@Official@13@16
Fall 15@Cornell Women's Regatta@Cornell@Promotional@Combined@Oct 03@Official@4@6
Fall 15@Princeton Women's Fall Open@Princeton@In-Conference@2 Divisions@Sep 26@Official@4@5
Fall 15@Central Fall Qualifier@Monmouth@In-Conference@2 Divisions@Sep 19@Official@14@16
Spring 15@Drexel Open@Drexel@Promotional@2 Divisions@May 09@Official@7@7
Spring 15@North Spring Qualifier@Cornell@In-Conference@2 Divisions@Apr 18@Official@13@18
Spring 15@Owen,Mosbacher and Knapp Trophies@Yale@Two-Conference@2 Divisions@Apr 18@Official@15@18
Spring 15@The Stony Brook Cup@Stony Brook@Promotional@2 Divisions@Apr 11@Official@4@6
Spring 15@ODU Open@Old Dominion@In-Conference@2 Divisions@Mar 07@Official@18@18
